id,date,headline,body,combined,section,url,query
fashion/2025/nov/21/paddington-bear-duffel-coat-fashion-moment,2025-11-21,Not just for Paddington: is the humble duffel coat having a fashion moment?,"It’s the coat most associated with a beloved children’s character, so it makes sense that the duffel is a familiar sight in playgrounds across the country. But this year it is also – once again – quietly enjoying a moment on grownups. In the Christmas advert for Waitrose, comedian Joe Wilkinson wears a duffel coat while in the supermarket with Keira Knightley. Footballer Cole Palmer wore one in 2024’s Burberry campaign, subtitled “It’s Always Burberry Weather”, and Tyler, the Creator wears a short one in the recent video for Darling, I. Meanwhile, Paddington Bear is sporting his on stage in the West End at the moment. Duffel coats are on the high street too, from a £279 cream design in Labrum’s range for John Lewis to a £64 checked design at Marks &amp; Spencer, a fashion favourite. John Lewis reports that duffel sales are up 75% compared with last month, while searches on resale app Depop are up 159% in the last four months. The coat might seem genderless, but its newfound popularity is largely with men. Andrew Groves, director of the menswear archive at the University of Westminster, says this is part of a wider trend. “Menswear is shifting back to garments with clear origins and unambiguous functionality,” he argues. “[It] offers weight, insulation and a straightforwardness, which is what a lot of men want right now.” Although the coat is sometimes viewed as quintessentially British, the name actually derives from Duffel, a town in Belgium where the thick fabric originally used came from, while part of the design may derive from Polish frock coats. Duffels first became popularised when they were worn by the Royal Navy. The coat was a symbol of heroism in the second world war, as worn by Field Marshal Bernard Law Montgomery. The officer became so associated with the coat that it also became known as the Monty. In postwar years, it was sold at army surplus stores and became a favourite of creative and progressive types, worn by Jean Cocteau, young people marching a","Not just for Paddington: is the humble duffel coat having a fashion moment?. It’s the coat most associated with a beloved children’s character, so it makes sense that the duffel is a familiar sight in playgrounds across the country. But this year it is also – once again – quietly enjoying a moment on grownups. In the Christmas advert for Waitrose, comedian Joe Wilkinson wears a duffel coat while in the supermarket with Keira Knightley. Footballer Cole Palmer wore one in 2024’s Burberry campaign, subtitled “It’s Always Burberry Weather”, and Tyler, the Creator wears a short one in the recent video for Darling, I. Meanwhile, Paddington Bear is sporting his on stage in the West End at the moment. Duffel coats are on the high street too, from a £279 cream design in Labrum’s range for John Lewis to a £64 checked design at Marks &amp; Spencer, a fashion favourite. John Lewis reports that duffel sales are up 75% compared with last month, while searches on resale app Depop are up 159% in the last four months. The coat might seem genderless, but its newfound popularity ",Fashion,https://www.theguardian.com/fashion/2025/nov/21/paddington-bear-duffel-coat-fashion-moment,"""prada"" AND (""luxury"" OR ""fashion"" OR ""stock"")"
film/2025/nov/25/sex-cardigans-can-the-wicked-sequel-make-bulky-knits-strangely-alluring,2025-11-25,Sex cardigans: can the Wicked sequel make bulky knits strangely alluring?,"Name: Elphaba’s sex cardigan. Age: Elphaba is a character in Wicked: For Good – Jon M Chu’s fantasy film, the sequel to last year’s mega hit Wicked Part 1, which was adapted from the 2003 stage musical, and has just been released. That was loosely based on Gregory Maguire’s 1995 novel, which was a reimagining of L Frank Baum’s 1900 novel The Wonderful Wizard of Oz and its 1939 film adaptation starring Judy Garland. I noticed – it’s hard not to. No spoilers, please, I might see it. It’s certain to be massive. And reviews, including the Guardian’s, have largely been positive. But we’re less concerned with its artistic merit, more with the wardrobe department, and one item in particular … Go on. Elphaba’s “sex cardigan”. Who’s calling it that? The internet. Isn’t sex cardigan, like, an oxymoron? And why am I suddenly thinking about my grandparents? Ew … Old people can – and do – have sex too. But again, we’re not concerned about them here. Who’s Elphaba then? The Wicked Witch of the West, played by Cynthia Erivo, who has a massive crush on Fiyero (Jonathan Bailey), as has Elphaba’s former-bestie-now-arch-enemy Glinda the Good Witch (Ariana Grande). And Elphaba gets her man? [Warning: bit of a spoiler alert]. She gets him, takes him up to her treehouse hideaway, and … you know … Sexy time? Afraid so, while singing a song called As Long As You’re Mine. And wearing a cardie? [Close your eyes, kids], there is some black lingerie involved, but the cardigan goes on top. Almost as if to say: you can open your eyes again, children? Well, there has been some speculation that that was what Chu was thinking, and a PG rating means more bums on cinema seats and so more money at the box office. Or just tapping into the trend for winter knitwear? Elphaba’s doesn’t have a lot in common with any of Vogue’s seasonal choices (primary-coloured jumpers, stripes and argyle). It’s kind of pinky grey, chunky, holey, straggly. Put it this way: I don’t think Tom Daley would be proud if he’d kni","Sex cardigans: can the Wicked sequel make bulky knits strangely alluring?. Name: Elphaba’s sex cardigan. Age: Elphaba is a character in Wicked: For Good – Jon M Chu’s fantasy film, the sequel to last year’s mega hit Wicked Part 1, which was adapted from the 2003 stage musical, and has just been released. That was loosely based on Gregory Maguire’s 1995 novel, which was a reimagining of L Frank Baum’s 1900 novel The Wonderful Wizard of Oz and its 1939 film adaptation starring Judy Garland. I noticed – it’s hard not to. No spoilers, please, I might see it. It’s certain to be massive. And reviews, including the Guardian’s, have largely been positive. But we’re less concerned with its artistic merit, more with the wardrobe department, and one item in particular … Go on. Elphaba’s “sex cardigan”. Who’s calling it that? The internet. Isn’t sex cardigan, like, an oxymoron? And why am I suddenly thinking about my grandparents? Ew … Old people can – and do – have sex too. But again, we’re not concerned about them here. Who’s Elphaba then? The Wicked Witch of the West,",Film,https://www.theguardian.com/film/2025/nov/25/sex-cardigans-can-the-wicked-sequel-make-bulky-knits-strangely-alluring,"""devil wears prada"""
culture/2025/dec/01/traitors-britpop-trumps-swearbox-culture-christmas-gift-guide-south-park-marina-abramovich,2025-12-01,"A Traitors cloak, Britpop Trumps and a very arty swearbox: it’s the 2025 Culture Christmas gift guide!","Is there an overly sweary person in your life? Do you have a friend who’s utterly bereft without The Traitors? Would anyone you know like to shake up their cocktail-making? And do you ever wish your neighbours’ doormat was, well, a bit more kinky? Well, look no further! Our bumper Christmas gift guide has arty present suggestions galore for all these people – and many more. Dig in before the jingle bells rush! *** Star Wars terrarium Ever wished your succulents screamed: “Evil space footsoldier”? Now they can, thanks to this glass stormtrooper head. Also doubles as a biscuit barrel. £27.99 at Thumbs Up £34.80 at Amazon *** Marie Antoinette shoe postcard Part of the V&amp;A’s Marie Antoinette range, this features the shoe designed by Manolo Blahnik for Sofia Coppola’s film about the classy, sassy, misunderstood queen. C’est magnifique! £1.50 at V&amp;A Shop *** Ratatouille shoulder plush pal Join the latest kidult craze with this magnetically attached Remy, the lovable rat in Ratatouille who dreams of being a great chef. £40 at My World of Treasures *** Frida Kahlo recycled tote bag The great artist makes the perfect shopping companion, providing food for thought as she looks out of this bag adorned with a self-portrait that juxtaposes ancient Mexican symbols with the US military industrial complex. €15 (about £13.13) at Loqi £14.75 at Amazon *** Paddington the Musical luggage tag Please look after this suitcase! Never again will luggage go missing, thanks to this tag. Perfect for trips to Peru. £16.99 at Paddington the Musical *** The Devil Wears Prada cap This tribute to style icon Miranda Priestly’s withering ode to cerulean is a great way to prepare for next year’s sequel. Remember: “That blue represents millions of dollars!” £25 at West End Merchandise Shop *** Zounds! necklace Bling worthy of the Bard! Taking jewellery to Shakespearean heights, this chain bears the playwright’s beloved exclamation, derived from “God’s wounds”. £24 at Shakespeare’s Globe *** Bar","A Traitors cloak, Britpop Trumps and a very arty swearbox: it’s the 2025 Culture Christmas gift guide!. Is there an overly sweary person in your life? Do you have a friend who’s utterly bereft without The Traitors? Would anyone you know like to shake up their cocktail-making? And do you ever wish your neighbours’ doormat was, well, a bit more kinky? Well, look no further! Our bumper Christmas gift guide has arty present suggestions galore for all these people – and many more. Dig in before the jingle bells rush! *** Star Wars terrarium Ever wished your succulents screamed: “Evil space footsoldier”? Now they can, thanks to this glass stormtrooper head. Also doubles as a biscuit barrel. £27.99 at Thumbs Up £34.80 at Amazon *** Marie Antoinette shoe postcard Part of the V&amp;A’s Marie Antoinette range, this features the shoe designed by Manolo Blahnik for Sofia Coppola’s film about the classy, sassy, misunderstood queen. C’est magnifique! £1.50 at V&amp;A Shop *** Ratatouille shoulder plush pal Join the latest kidult craze with this magnetically attached Remy, the lovable rat in Ratatouill",Culture,https://www.theguardian.com/culture/2025/dec/01/traitors-britpop-trumps-swearbox-culture-christmas-gift-guide-south-park-marina-abramovich,"""devil wears prada"""
film/2025/dec/02/mother-mary-movie-anne-hathaway-michaela-coel,2025-12-02,Anne Hathaway and Michaela Coel face off in first trailer for pop star epic Mother Mary,"Anne Hathaway plays a pop star and Michaela Coel her estranged fashion designer in the first trailer for the highly anticipated drama Mother Mary. The film comes from David Lowery, whose previous films range from The Green Knight to A Ghost Story to Pete’s Dragon. His last film was the Disney+ original Peter Pan &amp; Wendy starring Jude Law. It has been described as a “psychosexual pop thriller” about the strained relationship between the pair as they reunite to create a dress. A recent interview with Hathaway in Vogue describes her character as “a sort of Gaga-Taylor Swift hybrid”. Production started on the film in Germany in May 2023 and the film will be released in April 2026. The original music has been written and produced by Charli xcx, Jack Antonoff and FKA twigs with Hathaway providing her own vocals. Lowery has called it a “weird, weird film” that is partly inspired by Francis Ford Coppola’s Bram Stoker’s Dracula. He has also likened it to shooting Apocalypse Now. “It is a movie I am sure will provoke a lot of strong feelings, in every possible direction,” Lowery said last year. “It feels very true to who I am, and very close to me, but it is also consistently surprising me in ways that I did not anticipate.” Next year promises to be a big one for both Hathaway and Coel. Hathaway will also appear in the comedy sequel The Devil Wears Prada 2, action-adventure Flowervale Street, Colleen Hoover adaptation Verity and Christopher Nolan’s star-studded epic The Odyssey. Coel, whose last acting credits were smaller roles in Black Panther: Wakanda Forever and TV’s Mr and Mrs Smith, stars alongside Ian McKellen in comedy drama The Christophers, which premiered at this year’s Toronto film festival and will be released next year. She is also working on First Day on Earth, her much-anticipated small-screen follow-up to I May Destroy You. Charli xcx is also providing the music for Emerald Fennell’s new take on Wuthering Heights, which is out in February. She will play a","Anne Hathaway and Michaela Coel face off in first trailer for pop star epic Mother Mary. Anne Hathaway plays a pop star and Michaela Coel her estranged fashion designer in the first trailer for the highly anticipated drama Mother Mary. The film comes from David Lowery, whose previous films range from The Green Knight to A Ghost Story to Pete’s Dragon. His last film was the Disney+ original Peter Pan &amp; Wendy starring Jude Law. It has been described as a “psychosexual pop thriller” about the strained relationship between the pair as they reunite to create a dress. A recent interview with Hathaway in Vogue describes her character as “a sort of Gaga-Taylor Swift hybrid”. Production started on the film in Germany in May 2023 and the film will be released in April 2026. The original music has been written and produced by Charli xcx, Jack Antonoff and FKA twigs with Hathaway providing her own vocals. Lowery has called it a “weird, weird film” that is partly inspired by Francis Ford Coppola’s Bram Stoker’s Dracula. He has also likened it to shooting Apocalypse Now. “It is a mo",Film,https://www.theguardian.com/film/2025/dec/02/mother-mary-movie-anne-hathaway-michaela-coel,"""devil wears prada"""
business/live/2025/dec/03/thames-water-profits-surge-higher-bills-prada-buys-versace-for-14bn-business-live-news,2025-12-03,Thames Water profits surge on higher bills; Prada buys Versace for $1.4bn – as it happened,"Time to wrap up… Thames Water reported its first half earnings this morning, warning that crisis talks to secure its future with lenders are taking “longer than expected” and will drag into 2026 as it faces the prospect of a collapse into government control. Britain’s biggest water company on Wednesday said it had swung to a profit of £414m for the six months to September helped by bills rising by nearly a third, after losing £149m in the same period in 2024. Despite the jump in reported profits, the company said there was “material uncertainty which may cast significant doubt” on its status as a going concern. A collapse into government control under a special administration regime (SAR) – a form of temporary nationalisation – “could occur in the very near term” if it is unable to agree the terms of a formal takeover by its controlling lenders. HSBC has appointed the former KPMG partner Brendan Nelson as its chair after a prolonged search process that left one of the world’s biggest banks without a permanent executive in the top role for months. The decision to appoint Nelson, who has been serving as interim chair, came as a surprise, after a protracted hunt for a permanent successor for Mark Tucker which involved courting external candidates including the former chancellor George Osborne and the head of Goldman Sachs’ Asia-Pacific division, Kevin Sneader. HSBC failed to find a permanent chair before Tucker departed at the end of September, raising questions about the succession plans and the board’s effectiveness, having first announced his decision to leave in May. Elsewhere, the Jaguar Land Rover design boss behind the Range Rover and the polarising Jaguar relaunch has abruptly departed the business just four months after its new chief executive took charge. Gerry McGovern left the role of chief creative officer on Monday after 20 years at the business in which he oversaw the design of some of the company’s most successful cars as well as the launch of a new-loo","Thames Water profits surge on higher bills; Prada buys Versace for $1.4bn – as it happened. Time to wrap up… Thames Water reported its first half earnings this morning, warning that crisis talks to secure its future with lenders are taking “longer than expected” and will drag into 2026 as it faces the prospect of a collapse into government control. Britain’s biggest water company on Wednesday said it had swung to a profit of £414m for the six months to September helped by bills rising by nearly a third, after losing £149m in the same period in 2024. Despite the jump in reported profits, the company said there was “material uncertainty which may cast significant doubt” on its status as a going concern. A collapse into government control under a special administration regime (SAR) – a form of temporary nationalisation – “could occur in the very near term” if it is unable to agree the terms of a formal takeover by its controlling lenders. HSBC has appointed the former KPMG partner Brendan Nelson as its chair after a prolonged search process that left one of the world’s biggest b",Business,https://www.theguardian.com/business/live/2025/dec/03/thames-water-profits-surge-higher-bills-prada-buys-versace-for-14bn-business-live-news,"""prada"" AND (""luxury"" OR ""fashion"" OR ""stock"")"
fashion/2025/dec/04/versace-creative-director-leaves-shortly-after-fashion-houses-14bn-sale-to-prada,2025-12-04,Versace creative director leaves shortly after fashion house’s $1.4bn sale to Prada,"Versace has announced its creative director is leaving, less than nine months after taking on the role and two days after the deal to sell the brand to rival Italian fashion house Prada. Dario Vitale exits after just one season, having taken the helm from Donatella Versace. Prada said it would announce a replacement “in due course”. The company said it and Vitale “have mutually agreed to part ways effective from 12 December”, adding in a statement provided to Vogue Business: “We would like to sincerely thank Dario for his outstanding contribution to the development of the brand’s creative strategy during this transition period, and we wish him all the very best in his future endeavors.” Vitale is yet to respond – his last Instagram post, from Wednesday, is a Versace ad campaign. The decision comes shortly after Prada completed its $1.4bn (£1bn) purchase of Versace from the US fashion group Capri Holdings, whose other brands include Michael Kors and Jimmy Choo. The Business of Fashion website argued that Vitale, a hire under Capri’s tenure, was not felt to be a good fit to lead Versace by its new owners. Prada’s chief executive, Andrea Guerra, had avoided questions about him on investor calls. “Prada’s leadership seemed unconvinced that he could jump from a behind-the-scenes role to a highly visible creative directorship, or that his taste was a match,” Business of Fashion reported. The designer and Prada have a history: Vitale left the group’s hit brand Miu Miu this year to take the helm at Versace in March, a switch Business of Fashion described as “an unwelcome hiccup”. Miu Miu is a rare success story in designer fashion. This year it overtook Loewe to become the hottest fashion brand in the world, according to the Lyst Index. In October the Prada group reported a 9% uplift in sales for the first nine months of year, driven by a 41% rise in sales at the cult brand. During the same period, the Prada label reported a 1.6% decline in sales. In the last three months o","Versace creative director leaves shortly after fashion house’s $1.4bn sale to Prada. Versace has announced its creative director is leaving, less than nine months after taking on the role and two days after the deal to sell the brand to rival Italian fashion house Prada. Dario Vitale exits after just one season, having taken the helm from Donatella Versace. Prada said it would announce a replacement “in due course”. The company said it and Vitale “have mutually agreed to part ways effective from 12 December”, adding in a statement provided to Vogue Business: “We would like to sincerely thank Dario for his outstanding contribution to the development of the brand’s creative strategy during this transition period, and we wish him all the very best in his future endeavors.” Vitale is yet to respond – his last Instagram post, from Wednesday, is a Versace ad campaign. The decision comes shortly after Prada completed its $1.4bn (£1bn) purchase of Versace from the US fashion group Capri Holdings, whose other brands include Michael Kors and Jimmy Choo. The Business of Fashion w",Fashion,https://www.theguardian.com/fashion/2025/dec/04/versace-creative-director-leaves-shortly-after-fashion-houses-14bn-sale-to-prada,"""prada"" AND (""luxury"" OR ""fashion"" OR ""stock"")"
fashion/2025/dec/07/you-have-to-stay-curious-michael-kors-on-his-inclusive-brands-global-rise,2025-12-07,‘You have to stay curious’: Michael Kors on his inclusive brand’s global rise,"The sale of Versace to Prada this week in a $1.4bn deal marked a new chapter for two storied Italian fashion houses. It also left Versace’s former parent company, Capri Holdings, with an even greater focus on Michael Kors, the 44-year-old brand know as America’s Armani that made up about 70% of sales in its last financial year. Speaking to the Guardian before the launch of his new flagship store on Regent Street in London, Kors said he was concerned that the fashion industry is becoming “more about entertainment and spectacle” and less about customer needs. “When fashion people hear ‘wearable’, they think it’s such a dirty word. And God forbid anyone says ‘commercial’. To them, it’s the worst thing in the world.” Kors doesn’t just sell clothing but a glamorous aspirational lifestyle that he and his brand embody. His designs have been worn by everyone from first ladies to Gwyneth Paltrow and Megan Thee Stallion. But while his Instagram feed is peppered with A-lister dinner parties, summers sailing around the Saronic islands and glossy catwalk shots, it’s the brand’s more mainstream off-shoot MICHAEL Michael Kors that is its economic moat. Stroll down any high street and you’ll spot the shiny MK logo swinging from bags slung over the shoulders of finance graduates or hanging from the elbows of women who wanted a designer bag for less than four figures. Alongside Ralph Lauren and Tommy Hilfiger, Michael Kors remains just one of the last three big heritage designers to still be designing at their American namesake brands. Matthieu Blazy at Chanel may be the industry’s new hot topic but in a pub quiz its Kors’ name that is going to resonate. A 10-season stint as a judge on the TV show Project Runway means he is now recognised on the street. He has honed his look too, including aviator sunglasses and a year-round caramel tan. In the context of a noticeable return to extreme thinness in the industry – after the latest round of shows in September, industry experts expressed","‘You have to stay curious’: Michael Kors on his inclusive brand’s global rise. The sale of Versace to Prada this week in a $1.4bn deal marked a new chapter for two storied Italian fashion houses. It also left Versace’s former parent company, Capri Holdings, with an even greater focus on Michael Kors, the 44-year-old brand know as America’s Armani that made up about 70% of sales in its last financial year. Speaking to the Guardian before the launch of his new flagship store on Regent Street in London, Kors said he was concerned that the fashion industry is becoming “more about entertainment and spectacle” and less about customer needs. “When fashion people hear ‘wearable’, they think it’s such a dirty word. And God forbid anyone says ‘commercial’. To them, it’s the worst thing in the world.” Kors doesn’t just sell clothing but a glamorous aspirational lifestyle that he and his brand embody. His designs have been worn by everyone from first ladies to Gwyneth Paltrow and Megan Thee Stallion. But while his Instagram feed is peppered with A-lister dinner parties, summ",Fashion,https://www.theguardian.com/fashion/2025/dec/07/you-have-to-stay-curious-michael-kors-on-his-inclusive-brands-global-rise,"""prada"" AND (""luxury"" OR ""fashion"" OR ""stock"")"
thefilter/2025/dec/07/jess-cartner-morleys-christmas-gift-guide,2025-12-07,"Jess Cartner-Morley’s Christmas gift guide: 31 ideas, chosen by our fashion expert","Angelina Jolie once bought Brad Pitt a California waterfall for Christmas. Another time, she got him a 200-year-old olive tree for their estate in Provence as a Valentine’s gift. I guess she set the bar pretty high when she bought him Ernest Hemingway’s actual typewriter as a wedding gift. Anecdotally, this does not suggest that gift-giving is a guarantee of a happy marriage, so maybe don’t sweat your beloved’s pressie too much. However, I do love the treasure hunt of Christmas shopping, and a wrapping session with a good podcast or two. Here’s what I’ve got my sights on this year … *** Jess Cartner-Morley’s favourite Christmas presents for 2025 *** Miraculous makeup Miracle Blur £28 at Trinny London £28 at John Lewis Pass on a beauty secret for Christmas. This little pop of Miracle Blur from Trinny London fills in lines to smooth skin under makeup. *** On the button Embellished V-neck cardigan £46 at M&amp;S I’ve had my eye on this for a while. Glam, useful and could pass for Very Posh Indeed. *** Making it personal Personalised notecards, set of 10 £17.85 at Papier A set of notecards with your friend’s name and address on is a gift that says: you are a classy person. This simple wavy trim works for any kind of message. *** Ear and now Egg ear cuffs £42 at Helena Rohner I happen to know that the Guardian’s fashion editor Morwenna Ferrier has these on her wishlist. Chic, minimal ear cuffs are hard to find. *** Take a bow Embroidered napkins £12.99 at H&amp;M Unless you are certain they’ll love it, don’t give a home gift they need to rearrange their mantelpiece around. Napkins are a classy gift and can be tucked in a drawer. *** Tree’s company Croissant Christmas tree bauble £16 at Ustudio I love a gift that can go from under the tree to on it. A personal bauble is sweet: maybe a croissant from Vondels for the friend you holidayed in France with? For more, read our guide to this year’s best Christmas baubles *** Heart to heart Marbled resin earrings £65 at Octobre Ed","Jess Cartner-Morley’s Christmas gift guide: 31 ideas, chosen by our fashion expert. Angelina Jolie once bought Brad Pitt a California waterfall for Christmas. Another time, she got him a 200-year-old olive tree for their estate in Provence as a Valentine’s gift. I guess she set the bar pretty high when she bought him Ernest Hemingway’s actual typewriter as a wedding gift. Anecdotally, this does not suggest that gift-giving is a guarantee of a happy marriage, so maybe don’t sweat your beloved’s pressie too much. However, I do love the treasure hunt of Christmas shopping, and a wrapping session with a good podcast or two. Here’s what I’ve got my sights on this year … *** Jess Cartner-Morley’s favourite Christmas presents for 2025 *** Miraculous makeup Miracle Blur £28 at Trinny London £28 at John Lewis Pass on a beauty secret for Christmas. This little pop of Miracle Blur from Trinny London fills in lines to smooth skin under makeup. *** On the button Embellished V-neck cardigan £46 at M&amp;S I’ve had my eye on this for a while. Glam, useful and could pass for Very Pos",The Filter,https://www.theguardian.com/thefilter/2025/dec/07/jess-cartner-morleys-christmas-gift-guide,"""prada"" AND (""luxury"" OR ""fashion"" OR ""stock"")"
fashion/2025/dec/10/1-granary-the-influential-platform-holding-the-fashion-establishment-to-account,2025-12-10,1 Granary: the influential platform holding the fashion establishment to account,"At the Fashion awards – a lavish event at the Royal Albert Hall this month – Jonathan Anderson was named designer of the year for a third time for his work at his own namesake brand and Dior, Anok Yai was named model of the year and Delphine Arnault, the CEO of Dior and scion of fashion’s wealthiest family, gained a special recognition award for her work supporting new talent through the LVMH prize. Think of it as fashion paying tribute to its biggest stars. Since the night, there has been praise for the British Fashion Council’s new CEO Laura Weir but also criticism. The anonymous Instagram account boringnotcom, which often shares strong opinions on the industry, wrote: “As predicted, the same names got rotated and won the fashion awards … how utterly boring.” A week or so later, a new awards is being introduced – one where all the winners’ names might not be so well-known. Overseen by 1 Granary, a platform that focuses on helping emerging and existing fashion talent beyond those who are figureheads at brands, the Design awards aim to give credit to those behind the scenes. For every winner, 1 Granary will list the entire team involved – from junior designer to creative director. “Instead of repeating the industry’s habit of celebrating one figure at the top, we wanted awards that reflect how fashion really operates: collectively, collaboratively, and through thousands of decisions made by teams who never get to walk a red carpet,” reads the press release. As Anderson said in his acceptance speech at the Fashion awards: “I am only the show girl up here. There’s an entire team … I can’t do it without them.” There are 20 categories in the 1 Granary Design awards and winners have been voted for by other designers, including heads of brands such as Veronica Leoni at Calvin Klein and Julian Klausner at Dries Van Noten, along with people who work in the brands’ studios, with about 1,000 voting overall. Big names such as Alaïa, Phoebe Philo and Chanel have still won big, ","1 Granary: the influential platform holding the fashion establishment to account. At the Fashion awards – a lavish event at the Royal Albert Hall this month – Jonathan Anderson was named designer of the year for a third time for his work at his own namesake brand and Dior, Anok Yai was named model of the year and Delphine Arnault, the CEO of Dior and scion of fashion’s wealthiest family, gained a special recognition award for her work supporting new talent through the LVMH prize. Think of it as fashion paying tribute to its biggest stars. Since the night, there has been praise for the British Fashion Council’s new CEO Laura Weir but also criticism. The anonymous Instagram account boringnotcom, which often shares strong opinions on the industry, wrote: “As predicted, the same names got rotated and won the fashion awards … how utterly boring.” A week or so later, a new awards is being introduced – one where all the winners’ names might not be so well-known. Overseen by 1 Granary, a platform that focuses on helping emerging and existing fashion talent beyond those who ",Fashion,https://www.theguardian.com/fashion/2025/dec/10/1-granary-the-influential-platform-holding-the-fashion-establishment-to-account,"""prada"" AND (""luxury"" OR ""fashion"" OR ""stock"")"
fashion/2025/dec/13/veja-ethical-paris-trainer-worn-a-listers-and-royalty,2025-12-13,"Dior, Chanel and … Veja? The ethical Paris trainer worn by A-listers and royalty","In the grand hierarchy of Paris fashion, it’s tricky for a brand to stand out. Especially one whose coup de maître is a goes-with-everything white sneaker. Yet 20 years after Veja first began selling sustainable footwear, it has become the ultimate affordable It brand for scooter-wielding mums, sustainably minded millennials and A-list bigwigs who want to wear their values on their ethical leather-clad feet. Veja’s co-founder Sébastien Kopp says he doesn’t know if people buy his trainers because of how they are made or because of how they look. The company is fastidious about social and fairtrade practices, “but because we don’t do surveys, we don’t do marketing, we simply don’t know this information”, he says, speaking from Veja’s Paris headquarters. It also doesn’t do freebies. When the actor Emma Watson wanted a pair, she did what no celebrity has ever done, “and she bought”. So did Meghan, the Duchess of Sussex. “I received an email from the [palace] asking about them, but I thought it was fake so I didn’t reply.” The actor Marion Cotillard once listedit as a favourite brand alongside Valentino and Alexander McQueen, and it’s been reported that the company even received a request from the maximalist costume department of Emily in Paris (on this, Veja prefers not to comment). What Veja does know is that it has sold almost 15m pairs worldwide. Its success hinges on several factors. Like a Daunts tote bag, or even a Labubu, branded accessories have become material signals of taste or interest, a way of wearing your values. “The Veja V tells the world this trainer is responsibly designed and produced, and that you care about that,” says Ima Shah, the director at the trend forecasting site Stylus. Fashion helped, too. Oversized clothing is popular right now, but inherently casual. “Big trousers and big shoes don’t work. A sharper shoe formalises that look – it smartens it,” she says. Veja makes sports shoes, but the earlier models, which are most popular, are in effe","Dior, Chanel and … Veja? The ethical Paris trainer worn by A-listers and royalty. In the grand hierarchy of Paris fashion, it’s tricky for a brand to stand out. Especially one whose coup de maître is a goes-with-everything white sneaker. Yet 20 years after Veja first began selling sustainable footwear, it has become the ultimate affordable It brand for scooter-wielding mums, sustainably minded millennials and A-list bigwigs who want to wear their values on their ethical leather-clad feet. Veja’s co-founder Sébastien Kopp says he doesn’t know if people buy his trainers because of how they are made or because of how they look. The company is fastidious about social and fairtrade practices, “but because we don’t do surveys, we don’t do marketing, we simply don’t know this information”, he says, speaking from Veja’s Paris headquarters. It also doesn’t do freebies. When the actor Emma Watson wanted a pair, she did what no celebrity has ever done, “and she bought”. So did Meghan, the Duchess of Sussex. “I received an email from the [palace] asking about them, but I though",Fashion,https://www.theguardian.com/fashion/2025/dec/13/veja-ethical-paris-trainer-worn-a-listers-and-royalty,"""prada"" AND (""luxury"" OR ""fashion"" OR ""stock"")"
fashion/2025/dec/17/falling-sales-stella-mccartney-fashion-designer,2025-12-17,Falling sales at Stella McCartney fuel fears over fashion label’s future,"Sales at Stella McCartney’s fashion label sank by more than a quarter last year tipping it further into the red and adding to fears it could run out of money by 2028. Pre-tax losses at the British brand led by the daughter of former Beatle Sir Paul McCartney widened to £33.6m in 2024 from £25m the year before, while sales fell 27% to £16m, according to accounts filed at Companies House. The latest loss comes after the brand’s directors warned it could run out of cash by 2028 even if its parent company, Anin Star Holding, which is controlled by the designer, did not call in its loans. The label has not made a pre-tax profit since 2017 and has warned for several years about a need for additional funding to keep going. Directors said the company, which is known for its ethical stance and not using leather or fur, had identified contingency measures to spin out cash reserves for longer but admitted they “may consider alternative sources of funding to secure the long-term viability of the business”. The Stella McCartney brand, whose vegan handbags sell for nearly £1,000, said sales rose in the UK and in its stores last year but that was offset by a decline in royalty and wholesale income, which dragged down sales overall. The directors, who include the designer, blamed “challenging market conditions” for the fall in sales. Luxury labels struggled last year with even their well-heeled clientele forced to economise amid the rising cost of living and Chinese shoppers reining in spending. British labels such as Burberry have also blamed slower UK sales on the previous government’s decision to end tax breaks for tourists. McCartney bought back a 49% stake in her eponymous brand in January this year that had been controlled by luxury conglomerate LVMH. The deal reflected “her desire to write a new page in her story independently”, according to a joint statement from LVMH and McCartney at the time. Before that deal, the label was independent for just over a year after McCartney","Falling sales at Stella McCartney fuel fears over fashion label’s future. Sales at Stella McCartney’s fashion label sank by more than a quarter last year tipping it further into the red and adding to fears it could run out of money by 2028. Pre-tax losses at the British brand led by the daughter of former Beatle Sir Paul McCartney widened to £33.6m in 2024 from £25m the year before, while sales fell 27% to £16m, according to accounts filed at Companies House. The latest loss comes after the brand’s directors warned it could run out of cash by 2028 even if its parent company, Anin Star Holding, which is controlled by the designer, did not call in its loans. The label has not made a pre-tax profit since 2017 and has warned for several years about a need for additional funding to keep going. Directors said the company, which is known for its ethical stance and not using leather or fur, had identified contingency measures to spin out cash reserves for longer but admitted they “may consider alternative sources of funding to secure the long-term viability of the b",Fashion,https://www.theguardian.com/fashion/2025/dec/17/falling-sales-stella-mccartney-fashion-designer,"""LVMH"" AND ""fashion"""
